,Symbol,Description,Category,UniProt ID,GIFtS,GC id,Score
2092,PPFIA3,PTPRF Interacting Protein Alpha 3,Protein Coding,O75145,44,GC19P049119,12.86
2093,EPS15,Epidermal Growth Factor Receptor Pathway Substrate 15,Protein Coding,P42566,52,GC01M051354,12.85
2094,PTPN14,Protein Tyrosine Phosphatase Non-Receptor Type 14,Protein Coding,Q15678,50,GC01M214348,12.85
2095,TRIM63,Tripartite Motif Containing 63,Protein Coding,Q969Q1,48,GC01M029297,12.85
2096,ELOC,Elongin C,Protein Coding,Q15369,48,GC08M073939,12.85
2097,UFD1,Ubiquitin Recognition Factor In ER Associated Degradation 1,Protein Coding,Q92890,50,GC22M019607,12.84
2098,PTPRM,Protein Tyrosine Phosphatase Receptor Type M,Protein Coding,P28827,51,GC18P007557,12.84
2099,FBL,Fibrillarin,Protein Coding,P22087,49,GC19M039834,12.83
2100,KLF4,KLF Transcription Factor 4,Protein Coding,O43474,53,GC09M107484,12.83
2101,ACVR1,Activin A Receptor Type 1,Protein Coding,Q04771,59,GC02M157736,12.82
2102,CDC42BPB,CDC42 Binding Protein Kinase Beta,Protein Coding,Q9Y5S2,50,GC14M102932,12.82
2103,NDUFS1,NADH:Ubiquinone Oxidoreductase Core Subunit S1,Protein Coding,P28331,52,GC02M206114,12.82
2104,SGCB,Sarcoglycan Beta,Protein Coding,Q16585,46,GC04M052019,12.82
2105,RBCK1,RANBP2-Type And C3HC4-Type Zinc Finger Containing 1,Protein Coding,Q9BYM8,48,GC20P000407,12.82
2106,MAZ,MYC Associated Zinc Finger Protein,Protein Coding,P56270,46,GC16P029806,12.82
2107,NDUFS2,NADH:Ubiquinone Oxidoreductase Core Subunit S2,Protein Coding,O75306,50,GC01P161197,12.81
2108,RUNX3,RUNX Family Transcription Factor 3,Protein Coding,Q13761,50,GC01M024899,12.81
2109,RETN,Resistin,Protein Coding,Q9HD89,49,GC19P007669,12.81
2110,TRADD,TNFRSF1A Associated Via Death Domain,Protein Coding,Q15628,50,GC16M067154,12.81
2111,MRPS18B,Mitochondrial Ribosomal Protein S18B,Protein Coding,Q9Y676,42,GC06P030617,12.81
2112,COL2A1,Collagen Type II Alpha 1 Chain,Protein Coding,P02458,57,GC12M047972,12.8
2113,NPLOC4,"NPL4 Homolog, Ubiquitin Recognition Factor",Protein Coding,Q8TAT6,46,GC17M081556,12.8
2114,MAP3K13,Mitogen-Activated Protein Kinase Kinase Kinase 13,Protein Coding,O43283,48,GC03P185282,12.8
2115,EMC2,ER Membrane Protein Complex Subunit 2,Protein Coding,Q15006,42,GC08P108443,12.8
2116,MRPL41,Mitochondrial Ribosomal Protein L41,Protein Coding,Q8IXM3,40,GC09P137551,12.79
2117,AKAP10,A-Kinase Anchoring Protein 10,Protein Coding,O43572,44,GC17M019904,12.79
2118,SAR1B,Secretion Associated Ras Related GTPase 1B,Protein Coding,Q9Y6B6,49,GC05M134601,12.79
2119,DVL3,Dishevelled Segment Polarity Protein 3,Protein Coding,Q92997,52,GC03P184155,12.79
2120,CDKN2B,Cyclin Dependent Kinase Inhibitor 2B,Protein Coding,P42772,53,GC09M022002,12.78
2121,NCAM1,Neural Cell Adhesion Molecule 1,Protein Coding,P13591,55,GC11P112961,12.78
2122,IL18BP,Interleukin 18 Binding Protein,Protein Coding,O95998,48,GC11P071998,12.78
2123,ENG,Endoglin,Protein Coding,P17813,55,GC09M127815,12.77
2124,FLT4,Fms Related Receptor Tyrosine Kinase 4,Protein Coding,P35916,59,GC05M182184,12.77
2125,THRAP3,Thyroid Hormone Receptor Associated Protein 3,Protein Coding,Q9Y2W1,44,GC01P036224,12.77
2126,PTPRG,Protein Tyrosine Phosphatase Receptor Type G,Protein Coding,P23470,50,GC03P061561,12.77
2127,TPD52,Tumor Protein D52,Protein Coding,P55327,46,GC08M080031,12.77
2128,SEC61A1,SEC61 Translocon Subunit Alpha 1,Protein Coding,P61619,49,GC03P128051,12.77
2129,RHD,Rh Blood Group D Antigen,Protein Coding,Q02161,48,GC01P025272,12.76
2130,RAB27A,"RAB27A, Member RAS Oncogene Family",Protein Coding,P51159,54,GC15M055202,12.76
2131,NXF1,Nuclear RNA Export Factor 1,Protein Coding,Q9UBU9,46,GC11M109105,12.76
2132,RNF41,Ring Finger Protein 41,Protein Coding,Q9H4P4,45,GC12M056202,12.76
2133,MRPL12,Mitochondrial Ribosomal Protein L12,Protein Coding,P52815,46,GC17P084221,12.76
2134,CDC5L,Cell Division Cycle 5 Like,Protein Coding,Q99459,46,GC06P044387,12.76
2135,MYLIP,Myosin Regulatory Light Chain Interacting Protein,Protein Coding,Q8WY64,46,GC06P016129,12.76
2136,PTPRR,Protein Tyrosine Phosphatase Receptor Type R,Protein Coding,Q15256,47,GC12M070638,12.76
2137,VBP1,VHL Binding Protein 1,Protein Coding,P61758,44,GC0XP155197,12.76
2138,CASP10,Caspase 10,Protein Coding,Q92851,55,GC02P201182,12.75
2139,DAB1,DAB Adaptor Protein 1,Protein Coding,O75553,50,GC01M056994,12.75
2140,CYFIP1,Cytoplasmic FMR1 Interacting Protein 1,Protein Coding,Q7L576,47,GC15M022867,12.75
2141,SSH1,Slingshot Protein Phosphatase 1,Protein Coding,Q8WYL5,46,GC12M108858,12.75
2142,CCDC115,Coiled-Coil Domain Containing 115,Protein Coding,Q96NT0,44,GC02M135555,12.75
2143,WNK3,WNK Lysine Deficient Protein Kinase 3,Protein Coding,Q9BYP7,46,GC0XM054400,12.75
2144,ARIH1,Ariadne RBR E3 Ubiquitin Protein Ligase 1,Protein Coding,Q9Y4X5,45,GC15P072474,12.75
2145,DLGAP1,DLG Associated Protein 1,Protein Coding,O14490,48,GC18M003496,12.75
2146,DZIP3,DAZ Interacting Zinc Finger Protein 3,Protein Coding,Q86Y13,44,GC03P108589,12.74
2147,RBM4,RNA Binding Motif Protein 4,Protein Coding,Q9BWF3,45,GC11P066638,12.74
2148,ITGAM,Integrin Subunit Alpha M,Protein Coding,P11215,54,GC16P047820,12.74
2149,CAND1,Cullin Associated And Neddylation Dissociated 1,Protein Coding,Q86VP6,45,GC12P067270,12.74
2150,MTUS1,Microtubule Associated Scaffold Protein 1,Protein Coding,Q9ULD2,41,GC08M017643,12.74
2151,ISCU,Iron-Sulfur Cluster Assembly Enzyme,Protein Coding,Q9H1K1,52,GC12P108561,12.74
2152,ADA2,Adenosine Deaminase 2,Protein Coding,Q9NZK5,48,GC22M017262,12.74
2153,GLI3,GLI Family Zinc Finger 3,Protein Coding,P10071,56,GC07M041960,12.74
2154,H3-3A,H3.3 Histone A,Protein Coding,P84243,49,GC01P226062,12.74
2155,TNFSF13B,TNF Superfamily Member 13b,Protein Coding,Q9Y275,52,GC13P108251,12.74
2156,GCSH,Glycine Cleavage System Protein H,Protein Coding,P23434,50,GC16M081081,12.73
2157,SNW1,SNW Domain Containing 1,Protein Coding,Q13573,49,GC14M077717,12.73
2158,DLG2,Discs Large MAGUK Scaffold Protein 2,Protein Coding,Q15700,49,GC11M083455,12.73
2159,ARNT,Aryl Hydrocarbon Receptor Nuclear Translocator,Protein Coding,P27540,52,GC01M150809,12.72
2160,USH2A,Usherin,Protein Coding,O75445,45,GC01M215622,12.72
2161,TRAPPC9,Trafficking Protein Particle Complex Subunit 9,Protein Coding,Q96Q05,46,GC08M139728,12.72
2162,DBN1,Drebrin 1,Protein Coding,Q16643,46,GC05M177456,12.72
2163,AFP,Alpha Fetoprotein,Protein Coding,P02771,54,GC04P073431,12.72
2164,PPP1R3A,Protein Phosphatase 1 Regulatory Subunit 3A,Protein Coding,Q16821,49,GC07M113876,12.72
2165,TFF1,Trefoil Factor 1,Protein Coding,P04155,49,GC21M042362,12.72
2166,CDC25A,Cell Division Cycle 25A,Protein Coding,P30304,54,GC03M048245,12.72
2167,NDRG1,N-Myc Downstream Regulated 1,Protein Coding,Q92597,52,GC08M133237,12.71
2168,RBL2,RB Transcriptional Corepressor Like 2,Protein Coding,Q08999,52,GC16P053433,12.71
2169,REG1A,Regenerating Family Member 1 Alpha,Protein Coding,P05451,46,GC02P079120,12.71
2170,CHMP2A,Charged Multivesicular Body Protein 2A,Protein Coding,O43633,45,GC19M058551,12.71
2171,SIL1,SIL1 Nucleotide Exchange Factor,Protein Coding,Q9H173,48,GC05M138957,12.71
2172,ABCA4,ATP Binding Cassette Subfamily A Member 4,Protein Coding,P78363,51,GC01M093992,12.71
2173,FKBP8,FKBP Prolyl Isomerase 8,Protein Coding,Q14318,49,GC19M018503,12.71
2174,TSHR,Thyroid Stimulating Hormone Receptor,Protein Coding,P16473,54,GC14P080954,12.7
2175,VPS13B,Vacuolar Protein Sorting 13 Homolog B,Protein Coding,Q7Z7G8,48,GC08P099011,12.7
2176,RNF113A,Ring Finger Protein 113A,Protein Coding,O15541,45,GC0XM119870,12.7
2177,RBM5,RNA Binding Motif Protein 5,Protein Coding,P52756,45,GC03P051619,12.7
2178,CDK7,Cyclin Dependent Kinase 7,Protein Coding,P50613,52,GC05P069484,12.7
2179,HTRA2,HtrA Serine Peptidase 2,Protein Coding,O43464,53,GC02P074529,12.69
2180,MAPKAP1,MAPK Associated Protein 1,Protein Coding,Q9BPZ7,50,GC09M125437,12.69
2181,CYFIP2,Cytoplasmic FMR1 Interacting Protein 2,Protein Coding,Q96F07,49,GC05P157267,12.69
2182,PTP4A3,Protein Tyrosine Phosphatase 4A3,Protein Coding,O75365,46,GC08P141391,12.69
2183,ATRIP,ATR Interacting Protein,Protein Coding,Q8WXE1,49,GC03P051553,12.68
2184,SRD5A3,Steroid 5 Alpha-Reductase 3,Protein Coding,Q9H8P0,50,GC04P055346,12.68
2185,H2AC18,H2A Clustered Histone 18,Protein Coding,Q6FI13,36,GC01M155818,12.67
2186,PPP2R2D,Protein Phosphatase 2 Regulatory Subunit Bdelta,Protein Coding,Q66LE6,42,GC10P131900,12.67
2187,BASP1,Brain Abundant Membrane Attached Signal Protein 1,Protein Coding,P80723,44,GC05P017065,12.67
2188,GRK3,G Protein-Coupled Receptor Kinase 3,Protein Coding,P35626,52,GC22P052073,12.67
2189,UQCRFS1,"Ubiquinol-Cytochrome C Reductase, Rieske Iron-Sulfur Polypeptide 1",Protein Coding,P47985,53,GC19M029205,12.67
2190,ARL6IP5,ADP Ribosylation Factor Like GTPase 6 Interacting Protein 5,Protein Coding,O75915,44,GC03P069084,12.67
2191,OPA1,OPA1 Mitochondrial Dynamin Like GTPase,Protein Coding,O60313,51,GC03P193594,12.67
2192,USO1,USO1 Vesicle Transport Factor,Protein Coding,O60763,44,GC04P075724,12.66
2193,SHANK2,SH3 And Multiple Ankyrin Repeat Domains 2,Protein Coding,Q9UPX8,48,GC11M070467,12.66
2194,PTPRK,Protein Tyrosine Phosphatase Receptor Type K,Protein Coding,Q15262,51,GC06M127949,12.66
2195,MRPS16,Mitochondrial Ribosomal Protein S16,Protein Coding,Q9Y3D3,49,GC10M073248,12.66
2196,NEDD9,"Neural Precursor Cell Expressed, Developmentally Down-Regulated 9",Protein Coding,Q14511,48,GC06M011183,12.66
2197,CUX1,Cut Like Homeobox 1,Protein Coding,Q13948,52,GC07P101815,12.66
2198,MAP4K5,Mitogen-Activated Protein Kinase Kinase Kinase Kinase 5,Protein Coding,Q9Y4K4,49,GC14M050418,12.66
2199,RYR2,Ryanodine Receptor 2,Protein Coding,Q92736,53,GC01P237042,12.66
2200,RAPSN,Receptor Associated Protein Of The Synapse,Protein Coding,Q13702,49,GC11M108880,12.65
2201,ELAVL2,ELAV Like RNA Binding Protein 2,Protein Coding,Q12926,46,GC09M023690,12.65
2202,FLII,FLII Actin Remodeling Protein,Protein Coding,Q13045,50,GC17M018244,12.65
2203,EIF3A,Eukaryotic Translation Initiation Factor 3 Subunit A,Protein Coding,Q14152,50,GC10M119034,12.65
2204,MAD2L2,Mitotic Arrest Deficient 2 Like 2,Protein Coding,Q9UI95,50,GC01M011658,12.65
2205,DERL1,Derlin 1,Protein Coding,Q9BUN8,42,GC08M123013,12.65
2206,TAP1,"Transporter 1, ATP Binding Cassette Subfamily B Member",Protein Coding,Q03518,55,GC06M080986,12.64
2207,RBMS1,RNA Binding Motif Single Stranded Interacting Protein 1,Protein Coding,P29558,46,GC02M160272,12.64
2208,WDR45,WD Repeat Domain 45,Protein Coding,Q9Y484,47,GC0XM049074,12.64
2209,FBXL2,F-Box And Leucine Rich Repeat Protein 2,Protein Coding,Q9UKC9,42,GC03P033277,12.64
2210,PTPN7,Protein Tyrosine Phosphatase Non-Receptor Type 7,Protein Coding,P35236,50,GC01M202147,12.64
2211,ARPC3,Actin Related Protein 2/3 Complex Subunit 3,Protein Coding,O15145,50,GC12M110434,12.64
2212,CXCR2,C-X-C Motif Chemokine Receptor 2,Protein Coding,P25025,58,GC02P218125,12.64
2213,FANCF,FA Complementation Group F,Protein Coding,Q9NPI8,49,GC11M022600,12.64
2214,PAIP2,Poly(A) Binding Protein Interacting Protein 2,Protein Coding,Q9BPZ3,44,GC05P139913,12.64
2215,LRBA,LPS Responsive Beige-Like Anchor Protein,Protein Coding,P50851,48,GC04M150264,12.63
2216,UBQLN2,Ubiquilin 2,Protein Coding,Q9UHD9,49,GC0XP056563,12.63
2217,NTRK3,Neurotrophic Receptor Tyrosine Kinase 3,Protein Coding,Q16288,60,GC15M087859,12.63
2218,PPP3CC,Protein Phosphatase 3 Catalytic Subunit Gamma,Protein Coding,P48454,50,GC08P022440,12.63
2219,BCL11A,BCL11 Transcription Factor A,Protein Coding,Q9H165,50,GC02M060451,12.63
2220,PRPF19,Pre-MRNA Processing Factor 19,Protein Coding,Q9UMS4,45,GC11M060890,12.62
2221,ANLN,"Anillin, Actin Binding Protein",Protein Coding,Q9NQW6,50,GC07P036389,12.62
2222,CALM2,Calmodulin 2,Protein Coding,P0DP24,52,GC02M047160,12.62
2223,CD79B,CD79b Molecule,Protein Coding,P40259,53,GC17M063928,12.61
2224,PDX1,Pancreatic And Duodenal Homeobox 1,Protein Coding,P52945,53,GC13P027921,12.61
2225,ANP32A,Acidic Nuclear Phosphoprotein 32 Family Member A,Protein Coding,P39687,50,GC15M068778,12.61
2226,ADORA2A,Adenosine A2a Receptor,Protein Coding,P29274,53,GC22P024417,12.61
2227,GCKR,Glucokinase Regulator,Protein Coding,Q14397,47,GC02P027496,12.61
2228,LCN2,Lipocalin 2,Protein Coding,P80188,52,GC09P128149,12.6
2229,ARID1A,AT-Rich Interaction Domain 1A,Protein Coding,O14497,52,GC01P026693,12.6
2230,CEP55,Centrosomal Protein 55,Protein Coding,Q53EZ4,47,GC10P093496,12.6
2231,TIAL1,TIA1 Cytotoxic Granule Associated RNA Binding Protein Like 1,Protein Coding,Q01085,47,GC10M119571,12.6
2232,ITGA2B,Integrin Subunit Alpha 2b,Protein Coding,P08514,58,GC17M060995,12.59
2233,GLI2,GLI Family Zinc Finger 2,Protein Coding,P10070,56,GC02P120735,12.59
2234,CSNK1A1,Casein Kinase 1 Alpha 1,Protein Coding,P48729,56,GC05M149492,12.59
2235,ACVRL1,Activin A Receptor Like Type 1,Protein Coding,P37023,57,GC12P051906,12.59
2236,TKT,Transketolase,Protein Coding,P29401,52,GC03M053224,12.59
2237,PPP1R14A,Protein Phosphatase 1 Regulatory Inhibitor Subunit 14A,Protein Coding,Q96A00,46,GC19M038251,12.59
2238,POFUT1,Protein O-Fucosyltransferase 1,Protein Coding,Q9H488,52,GC20P032207,12.59
2239,MAP1S,Microtubule Associated Protein 1S,Protein Coding,Q66K74,42,GC19P082832,12.59
2240,CCND2,Cyclin D2,Protein Coding,P30279,55,GC12P028136,12.58
2241,RPGRIP1,RPGR Interacting Protein 1,Protein Coding,Q96KN7,46,GC14P038300,12.58
2242,HNRNPH1,Heterogeneous Nuclear Ribonucleoprotein H1,Protein Coding,P31943,48,GC05M179614,12.58
2243,CD9,CD9 Molecule,Protein Coding,P21926,50,GC12P028152,12.58
2244,PHF6,PHD Finger Protein 6,Protein Coding,Q8IWS0,47,GC0XP134373,12.58
2245,H4C14,H4 Clustered Histone 14,Protein Coding,P62805,38,GC01P149832,12.58
2246,PACS1,Phosphofurin Acidic Cluster Sorting Protein 1,Protein Coding,Q6VY07,49,GC11P072954,12.58
2247,PLCB1,Phospholipase C Beta 1,Protein Coding,Q9NQ66,54,GC20P008061,12.58
2248,CLN8,CLN8 Transmembrane ER And ERGIC Protein,Protein Coding,Q9UBY8,48,GC08P001755,12.58
2249,CAMP,Cathelicidin Antimicrobial Peptide,Protein Coding,P49913,46,GC03P051545,12.58
2250,UBE2M,Ubiquitin Conjugating Enzyme E2 M,Protein Coding,P61081,46,GC19M058555,12.57
2251,GP1BA,Glycoprotein Ib Platelet Subunit Alpha,Protein Coding,P07359,54,GC17P004932,12.57
2252,TRMU,TRNA Mitochondrial 2-Thiouridylase,Protein Coding,O75648,46,GC22P046330,12.57
2253,CD2BP2,CD2 Cytoplasmic Tail Binding Protein 2,Protein Coding,O95400,42,GC16M030350,12.57
2254,CD274,CD274 Molecule,Protein Coding,Q9NZQ7,52,GC09P005450,12.57
2255,NCKIPSD,NCK Interacting Protein With SH3 Domain,Protein Coding,Q9NZQ3,44,GC03M048667,12.57
2256,FCGR2A,Fc Gamma Receptor IIa,Protein Coding,P12318,54,GC01P161505,12.57
2257,HMGB2,High Mobility Group Box 2,Protein Coding,P26583,49,GC04M173331,12.57
2258,TPM3,Tropomyosin 3,Protein Coding,P06753,54,GC01M154155,12.57
2259,PHYH,Phytanoyl-CoA 2-Hydroxylase,Protein Coding,O14832,52,GC10M013277,12.57
2260,NPC2,NPC Intracellular Cholesterol Transporter 2,Protein Coding,P61916,50,GC14M074476,12.57
2261,CCT7,Chaperonin Containing TCP1 Subunit 7,Protein Coding,Q99832,48,GC02P073233,12.56
2262,APOBEC3G,Apolipoprotein B MRNA Editing Enzyme Catalytic Subunit 3G,Protein Coding,Q9HC16,48,GC22P052465,12.56
2263,XDH,Xanthine Dehydrogenase,Protein Coding,P47989,54,GC02M031334,12.56
2264,CDC34,"Cell Division Cycle 34, Ubiqiutin Conjugating Enzyme",Protein Coding,P49427,50,GC19P005542,12.56
2265,RPE65,Retinoid Isomerohydrolase RPE65,Protein Coding,Q16518,52,GC01M068428,12.55
2266,GTPBP3,"GTP Binding Protein 3, Mitochondrial",Protein Coding,Q969Y2,48,GC19P082827,12.55
2267,CCR2,C-C Motif Chemokine Receptor 2,Protein Coding,P41597,51,GC03P051152,12.55
2268,RBM15,RNA Binding Motif Protein 15,Protein Coding,Q96T37,44,GC01P110338,12.55
2269,BRAP,BRCA1 Associated Protein,Protein Coding,Q7Z569,48,GC12M111642,12.55
2270,H4C3,H4 Clustered Histone 3,Protein Coding,P62805,45,GC06P103893,12.55
2271,VPS29,VPS29 Retromer Complex Component,Protein Coding,Q9UBQ0,46,GC12M110491,12.54
2272,GDNF,Glial Cell Derived Neurotrophic Factor,Protein Coding,P39905,56,GC05M037812,12.54
2273,PPP1R1B,Protein Phosphatase 1 Regulatory Inhibitor Subunit 1B,Protein Coding,Q9UD71,49,GC17P039626,12.54
2274,LMAN1,"Lectin, Mannose Binding 1",Protein Coding,P49257,52,GC18M059327,12.54
2275,AKAP7,A-Kinase Anchoring Protein 7,Protein Coding,O43687,44,GC06P131126,12.54
2276,CXXC1,CXXC Finger Protein 1,Protein Coding,Q9P0U4,47,GC18M050282,12.53
2277,MB,Myoglobin,Protein Coding,P02144,51,GC22M035606,12.53
2278,ARHGAP5,Rho GTPase Activating Protein 5,Protein Coding,Q13017,49,GC14P032076,12.53
2279,SLC35A2,Solute Carrier Family 35 Member A2,Protein Coding,P78381,48,GC0XM048903,12.53
2280,PDCD6,Programmed Cell Death 6,Protein Coding,O75340,45,GC05P000272,12.53
2281,SPAG9,Sperm Associated Antigen 9,Protein Coding,O60271,47,GC17M050962,12.52
2282,PTK7,Protein Tyrosine Kinase 7 (Inactive),Protein Coding,Q13308,52,GC06P043076,12.52
2283,RB1CC1,RB1 Inducible Coiled-Coil 1,Protein Coding,Q8TDY2,50,GC08M052622,12.52
2284,LTBP4,Latent Transforming Growth Factor Beta Binding Protein 4,Protein Coding,Q8N2S1,49,GC19P040592,12.52
2285,TFAM,"Transcription Factor A, Mitochondrial",Protein Coding,Q00059,50,GC10P058385,12.52
2286,MST1R,Macrophage Stimulating 1 Receptor,Protein Coding,Q04912,56,GC03M052472,12.51
2287,CFP,Complement Factor Properdin,Protein Coding,P27918,49,GC0XM047623,12.51
2288,NRP1,Neuropilin 1,Protein Coding,O14786,54,GC10M033177,12.51
2289,RNPC3,"RNA Binding Region (RNP1, RRM) Containing 3",Protein Coding,Q96LT9,43,GC01P103525,12.51
2290,ALOX5,Arachidonate 5-Lipoxygenase,Protein Coding,P09917,54,GC10P045374,12.51
2291,GJC2,Gap Junction Protein Gamma 2,Protein Coding,Q5T442,48,GC01P230037,12.51
2292,FZR1,Fizzy And Cell Division Cycle 20 Related 1,Protein Coding,Q9UM11,51,GC19P003506,12.5
2293,ANG,Angiogenin,Protein Coding,P03950,52,GC14P038248,12.5
2294,MRPL3,Mitochondrial Ribosomal Protein L3,Protein Coding,P09001,48,GC03M131462,12.5
2295,DOK2,Docking Protein 2,Protein Coding,O60496,49,GC08M021908,12.5
2296,CHMP4A,Charged Multivesicular Body Protein 4A,Protein Coding,Q9BY43,41,GC14M025389,12.5
2297,CLCN5,Chloride Voltage-Gated Channel 5,Protein Coding,P51795,51,GC0XP049922,12.5
2298,ARHGDIA,Rho GDP Dissociation Inhibitor Alpha,Protein Coding,P52565,53,GC17M081867,12.5
2299,MRPS9,Mitochondrial Ribosomal Protein S9,Protein Coding,P82933,45,GC02P105020,12.5
2300,CCR1,C-C Motif Chemokine Receptor 1,Protein Coding,P32246,50,GC03M046218,12.5
2301,HNRNPF,Heterogeneous Nuclear Ribonucleoprotein F,Protein Coding,P52597,47,GC10M043385,12.49
2302,TWF2,Twinfilin Actin Binding Protein 2,Protein Coding,Q6IBS0,45,GC03M052228,12.49
2303,ANGPTL4,Angiopoietin Like 4,Protein Coding,Q9BY76,50,GC19P008363,12.49
2304,ARHGEF7,Rho Guanine Nucleotide Exchange Factor 7,Protein Coding,Q14155,49,GC13P111114,12.49
2305,YTHDF3,YTH N6-Methyladenosine RNA Binding Protein F3,Protein Coding,Q7Z739,43,GC08P063168,12.49
2306,RAB11FIP1,RAB11 Family Interacting Protein 1,Protein Coding,Q6WKZ4,45,GC08M037858,12.49
2307,CD28,CD28 Molecule,Protein Coding,P10747,54,GC02P203706,12.48
2308,TRAF1,TNF Receptor Associated Factor 1,Protein Coding,Q13077,48,GC09M120902,12.48
2309,TFIP11,Tuftelin Interacting Protein 11,Protein Coding,Q9UBB9,45,GC22M026491,12.48
2310,SEC24C,"SEC24 Homolog C, COPII Coat Complex Component",Protein Coding,P53992,51,GC10P073744,12.48
2311,NAE1,NEDD8 Activating Enzyme E1 Subunit 1,Protein Coding,Q13564,51,GC16M066803,12.48
2312,DUSP6,Dual Specificity Phosphatase 6,Protein Coding,Q16828,54,GC12M089347,12.48
2313,MAPRE3,Microtubule Associated Protein RP/EB Family Member 3,Protein Coding,Q9UPY8,44,GC02P026970,12.48
2314,RNF126,Ring Finger Protein 126,Protein Coding,Q9BV68,42,GC19M000647,12.48
2315,POLDIP3,DNA Polymerase Delta Interacting Protein 3,Protein Coding,Q9BY77,45,GC22M042583,12.48
2316,PATJ,PATJ Crumbs Cell Polarity Complex Component,Protein Coding,Q8NI35,43,GC01P061743,12.47
2317,OSBPL8,Oxysterol Binding Protein Like 8,Protein Coding,Q9BZF1,44,GC12M076354,12.47
2318,GORASP2,Golgi Reassembly Stacking Protein 2,Protein Coding,Q9H8Y8,46,GC02P170928,12.47
2319,RLIM,"Ring Finger Protein, LIM Domain Interacting",Protein Coding,Q9NVW2,46,GC0XM074752,12.47
2320,PLA2G4A,Phospholipase A2 Group IVA,Protein Coding,P47712,54,GC01P186798,12.47
2321,IGHMBP2,Immunoglobulin Mu DNA Binding Protein 2,Protein Coding,P38935,49,GC11P068903,12.46
2322,SMARCA2,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 2",Protein Coding,P51531,57,GC09P001980,12.46
2323,PACSIN3,Protein Kinase C And Casein Kinase Substrate In Neurons 3,Protein Coding,Q9UKS6,44,GC11M108869,12.46
2324,SLC25A17,Solute Carrier Family 25 Member 17,Protein Coding,O43808,44,GC22M068202,12.45
2325,NUFIP2,Nuclear FMR1 Interacting Protein 2,Protein Coding,Q7Z417,40,GC17M059921,12.45
2326,ADAMTS3,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 3,Protein Coding,O15072,49,GC04M072280,12.44
2327,XK,"X-Linked Kx Blood Group Antigen, Kell And VPS13A Binding Protein",Protein Coding,P51811,48,GC0XP037685,12.44
2328,MYCBP,MYC Binding Protein,Protein Coding,Q99417,45,GC01M038862,12.44
2329,CDC6,Cell Division Cycle 6,Protein Coding,Q99741,52,GC17P040287,12.44
2330,GANAB,Glucosidase II Alpha Subunit,Protein Coding,Q14697,53,GC11M109095,12.43
2331,E2F4,E2F Transcription Factor 4,Protein Coding,Q16254,51,GC16P067192,12.43
2332,LTN1,Listerin E3 Ubiquitin Protein Ligase 1,Protein Coding,O94822,45,GC21M028928,12.43
2333,CASP2,Caspase 2,Protein Coding,P42575,53,GC07P152183,12.43
2334,SYT1,Synaptotagmin 1,Protein Coding,P21579,55,GC12P078863,12.42
2335,SNRPD2,Small Nuclear Ribonucleoprotein D2 Polypeptide,Protein Coding,P62316,45,GC19M079735,12.42
2336,CD8A,CD8 Subunit Alpha,Protein Coding,P01732,54,GC02M086784,12.42
